Ragione_Sociale,Dipendenti_Sintetici,Fatturato_Sintetico,Utile_Sintetico,classificazione_servizi_finanziari,classificazione_servizi_non_finanziari,classificazione_software_informatica,classificazione_software_rd,Macro_Area_Nord,Macro_Area_Sud_Isole,Prod_Firewall,Prod_Endpoint_Security,Prod_Cloud_Security,Prod_SOC_Gestito
"Prodi, Pininfarina e Sgalambro SPA",0.10204081632653061,0.07229987136037226,0.5762191640128369,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Badoer, Celentano e Praga Group",0.02040816326530612,0.020330541773058732,0.5915259901074628,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Savorgnan Group,0.08163265306122448,0.055860252478985926,0.5588201710697863,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Maglio, Gangemi e Nitto e figli",0.02040816326530612,0.03229916975474234,0.5786839889608884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Errigo, Pelli e Innocenti SPA",0.04081632653061225,0.04028130409443104,0.5647612833578383,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Fusani e figli,0.0,0.00522913515226107,0.5919417650899576,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Bertoni, Vanvitelli e Cherubini SPA",0.22448979591836735,0.13895739341830363,0.5599976843703541,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
Galtarossa e figli,0.0,0.0012701698504400264,0.5937163368301575,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Berrè e figli,0.061224489795918366,0.046598267489229385,0.5924906812162539,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Aporti-Ovadia SPA,0.44897959183673464,0.3738027217532979,0.5473213308882287,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Baracca-Omma Group,0.02040816326530612,0.02600945329930721,0.5950831379846354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giolitti-Campise SPA,0.08163265306122448,0.08543472982676054,0.5560302153880847,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
"Galvani, Calarco e Bongiorno SPA",0.02040816326530612,0.018279148215529034,0.5970550473404874,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Villarosa, Cadorna e Tozzi e figli",0.08163265306122448,0.06470540945923871,0.5536488619832056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
"Mazzini, Giulietti e Muti Group",0.08163265306122448,0.07769256461642413,0.634711474889998,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Canetta, Ritacca e Blasi SPA",0.08163265306122448,0.04792982553825713,0.6051503504708492,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Aloisio-Sgalambro s.r.l.,0.02040816326530612,0.024135599183672158,0.5795102564272521,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Rizzoli e figli,0.24489795918367344,0.14356282661400657,0.5670445224156251,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Perini, Corradi e Fieramosca SPA",0.061224489795918366,0.05070974897172704,0.5566829719286863,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Boccaccio-Dalla e figli,0.08163265306122448,0.06073636419685733,0.5822351385810336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Jilani, Maffei e Treves e figli",0.0,0.004127258280121741,0.5934056926433116,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Lopresti Group,0.26530612244897955,0.2525917649343532,0.5311330936870032,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Cipolla, Cutrufo e Pascarella Group",0.9387755102040816,0.4276104183670579,0.5388981650449656,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Ostinelli-Paolucci Group,0.061224489795918366,0.04616465636833297,0.6127312551758594,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Giacconi, Campano e Zeffirelli e figli",0.02040816326530612,0.01062082515324882,0.596692162871429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Sgalambro e figli,0.061224489795918366,0.06334106362771165,0.5904656293193593,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Gagliano-Sforza SPA,0.04081632653061225,0.020829176362798057,0.596622043750833,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Deledda-Ferrucci SPA,0.04081632653061225,0.02108152101041072,0.5865814957853549,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Borroni Group,0.7346938775510203,0.5329959686305755,0.5704436792270252,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Gravina Group,0.12244897959183673,0.058776659893685614,0.5630864086980977,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Brancaccio-Cristoforetti Group,0.04081632653061225,0.0395962231153986,0.576815778883882,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Trapani, Gilardoni e Lucchesi SPA",0.08163265306122448,0.035157717186453274,0.6049727919817315,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Toldo-Gualandi e figli,0.04081632653061225,0.03513765208517099,0.5913920979213947,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Depero Group,0.02040816326530612,0.01694096042457608,0.5876003677889262,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Borromini-Bonanno s.r.l.,0.24489795918367344,0.14964879664770153,0.5154434729424295,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Spinelli, Antonacci e Abate e figli",0.0,0.00956251952619579,0.5995961106394133,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Marino-Foscari SPA,0.061224489795918366,0.030781010851846046,0.6010845554382982,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Sobrero, Leonardi e Pisacane s.r.l.",0.061224489795918366,0.03254487854302087,0.5961188605539571,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Luxardo-Bombieri s.r.l.,0.04081632653061225,0.036445476116912165,0.5927142901895758,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Morgagni SPA,0.2040816326530612,0.17501189369583975,0.5119085589406754,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
"Scaramucci, Modigliani e Magnani e figli",0.061224489795918366,0.04786138855523266,0.6013650420017866,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Trombetta-Gabrieli e figli,0.04081632653061225,0.04581907170319918,0.5690956541292088,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
Corbo-Giusti s.r.l.,0.7346938775510203,0.3672120746591955,0.4566769358675179,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Foscari-Piazzi s.r.l.,0.08163265306122448,0.05890113234248621,0.5722870141792998,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dovara-Garzoni Group,0.16326530612244897,0.15176397642811854,0.5673855964156431,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Tresoldi SPA,0.0,0.004430836227502437,0.5947621253820706,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Totino-Milanesi s.r.l.,0.14285714285714285,0.07908872709178323,0.6019976312933403,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Dovara SPA,0.14285714285714285,0.0947563090849368,0.6077323077691567,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Boccaccio-Babato SPA,0.08163265306122448,0.07090295644371505,0.5923933783980535,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Botta e figli,0.04081632653061225,0.022109438408616268,0.5976821676329866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corradi-Paruta e figli,0.18367346938775508,0.1225152480470302,0.5911612708774312,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Zaguri, Falcone e Salvini s.r.l.",0.0,0.010613458263547846,0.5903159400429349,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Mocenigo-Barozzi s.r.l.,0.0,0.010106075779042163,0.5979919599665235,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Terragni SPA,0.08163265306122448,0.036950356581166494,0.6157027614639607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Ostinelli, Pacetti e Luna SPA",0.08163265306122448,0.07355190768139885,0.5688313326163819,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Mezzetta-Barillaro e figli,0.08163265306122448,0.07903654559363144,0.6349200478963343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Morabito, Volta e Tamburello SPA",0.0,0.0011714868683256443,0.5902643953569154,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Omma-Papafava Group,0.0,0.007937706657352547,0.5923107990326071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lippomano-Vercelloni SPA,0.02040816326530612,0.02652734090429368,0.6017042459569667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Tartaglia, Comencini e Avogadro Group",0.0,0.0008047803195173455,0.5917907602294287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Boccherini SPA,0.0,0.007455890354107225,0.5925945669955281,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
"Ceri, Agostinelli e Mascheroni Group",0.061224489795918366,0.0696008995992403,0.5501962047515621,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Rismondo-Galtarossa SPA,0.08163265306122448,0.07818290705836217,0.5398671305419578,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Brunello, Nitto e Cianciolo s.r.l.",0.061224489795918366,0.06799552479726426,0.6086260430256992,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Loredan-Abate SPA,0.8163265306122448,0.6004323591931595,0.5381354639814367,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Ferretti-Borrani SPA,0.02040816326530612,0.01614945794113593,0.5857848365221672,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Chiaramonte, Bernini e Caironi e figli",0.18367346938775508,0.10781880472112138,0.5821790170736857,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
"Guidone, Ligorio e Bernardi Group",0.08163265306122448,0.08981469368162166,0.5914812400857065,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pometta-Molesini e figli,0.0,0.002194358933518212,0.5889839035764556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Grasso e figli,0.08163265306122448,0.059673311460476545,0.5513430462924558,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcacci-Armani e figli,0.24489795918367344,0.19935834773042588,0.5753197732568113,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
"Iannucci, Abatantuono e Pellegrini SPA",0.08163265306122448,0.08650936434759335,0.6254345806524001,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tonisto SPA,0.0,0.002637156873271539,0.5886144462274276,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Govoni-Montessori SPA,0.18367346938775508,0.11193395511962331,0.5375423018885965,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Tebaldi e figli,0.0,0.0021094125931505883,0.595342318134296,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Farinelli, Vidoni e Bosurgi Group",0.04081632653061225,0.044314820729499604,0.5861208750106134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Foletti-Bompiani e figli,0.08163265306122448,0.04437822767303341,0.5726483310366477,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Dibiasi-Bellini s.r.l.,0.5306122448979591,0.333183647983638,0.38728308015438095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Barbarigo-Ovadia Group,0.061224489795918366,0.04284027895225657,0.5728825251694298,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Liverotti Group,0.061224489795918366,0.023037545692112534,0.6000468418508876,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gigli SPA,0.02040816326530612,0.03253753153489892,0.587113238750565,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Visconti-Pavanello s.r.l.,0.14285714285714285,0.06142539243400027,0.5693523795299851,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Turrini, Mercati e Mancini Group",0.02040816326530612,0.03159128613393254,0.593371099334085,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Alfieri SPA,0.2040816326530612,0.19105905632488962,0.6180187741916573,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Polizzi-Oliboni e figli,0.04081632653061225,0.028973405216191638,0.5802664904624057,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Albertini Group,0.0,0.012222969963311119,0.5837780717483781,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bongiorno-Randazzo Group,0.02040816326530612,0.010961665767759306,0.5940123432536355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Lucciano, Norbiato e Anguillara Group",0.7346938775510203,0.41086448093909134,0.7642565930358773,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Baracca Group,0.061224489795918366,0.0375929873302986,0.6086858542172018,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Lamborghini, Cilibrasi e Gianetti s.r.l.",0.0,0.003748352088559723,0.5971635250627466,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Roero, Iadanza e Redi e figli",0.02040816326530612,0.02923811314724684,0.586137246723912,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Columbo s.r.l.,0.0,0.006875493535347061,0.5926001418461773,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Renzi, Gaggini e Emo Group",0.5510204081632653,0.48572660455912203,0.32035089400366584,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
"Borsiere, Panzera e Alboni SPA",0.061224489795918366,0.06071499914617794,0.5627555468566826,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Mazzacurati, Toscanini e Solari SPA",0.22448979591836735,0.20822435742836035,0.664130904348391,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
"Pavanello, Bevilacqua e Longhena SPA",0.08163265306122448,0.03809484732389497,0.5841174874067475,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mazzeo-Tozzi Group,0.0,0.0038178229136929384,0.5899762017892296,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gioberti-Nadi s.r.l.,0.08163265306122448,0.07559702324801669,0.592355412959456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Merisi SPA,0.22448979591836735,0.19022088718744581,0.46761051845279333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Abba, Gatto e Cortese Group",0.0,0.005650779091943015,0.5860221860405789,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Tomaselli, Paruta e Sbarbaro Group",0.18367346938775508,0.08346053338183951,0.5466628684426228,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Notarbartolo, Morricone e Muratori Group",0.02040816326530612,0.03135344280418257,0.6117500159344453,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Malaparte, Beccheria e Callegaro e figli",0.0,0.0031236851107432862,0.5950544723647067,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Gemito, Comisso e Poerio SPA",0.02040816326530612,0.0161216436120947,0.6038496611980287,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Trevisan, Ortolani e Giusti SPA",0.08163265306122448,0.04969477295210767,0.6200360384355204,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Dossi-Cerutti e figli,0.02040816326530612,0.02678252708835319,0.580473395045989,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Marenzio, Trevisani e Mondaini s.r.l.",0.02040816326530612,0.022942736559201506,0.6076213097708355,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Rubbia Group,0.0,0.009143301139153612,0.58760524200283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Viola-Golino s.r.l.,0.08163265306122448,0.0821098905463101,0.6378004462047956,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
"Aloisio, Fantoni e Villarosa e figli",0.08163265306122448,0.07067024867875973,0.6136555613810336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Giannetti, Iannelli e Sabatini SPA",0.0,0.008207848376887619,0.5926473768601306,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Garrone SPA,0.04081632653061225,0.04603727203288287,0.6049138175218816,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Cannizzaro-Falier e figli,0.04081632653061225,0.04755590503497104,0.5990892377583827,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Mantegazza s.r.l.,0.08163265306122448,0.09326757186027743,0.5842803829297366,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Govoni s.r.l.,0.08163265306122448,0.06336416143446977,0.6041138970214696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rizzoli SPA,0.2040816326530612,0.12343045983250728,0.5391258014194346,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Travaglio, Almagià e Bassi Group",0.02040816326530612,0.030698763818167694,0.5784446937893567,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
"Pasolini, Tomei e Ferrari SPA",0.02040816326530612,0.017093465899787063,0.594902378744919,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Zetticci e figli,0.22448979591836735,0.22837414506113302,0.7005572305170247,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Capone-Gulotta s.r.l.,0.28571428571428564,0.17772204502178676,0.575011266264066,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Martucci, Bernini e Zecchini s.r.l.",0.0,0.0031914812951825905,0.5953835296884613,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Tolentino SPA,0.061224489795918366,0.06586380660181168,0.5912514665171369,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Carpaccio-Armellini e figli,0.02040816326530612,0.018457649619977534,0.6019080304387853,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Broschi-Chigi Group,0.02040816326530612,0.026920317136389007,0.6046393846614939,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Fantozzi-Foletti SPA,0.2040816326530612,0.10456604534071175,0.5921661402272023,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Riccati Group,0.02040816326530612,0.021382445531669104,0.5863168617582962,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Roth e figli,0.0,0.009583184133552972,0.5995686396303379,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Petrocelli-Guariento Group,0.04081632653061225,0.03639943496797138,0.5739277189361924,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Federico, Zampa e Bernetti Group",0.2040816326530612,0.1704687632513592,0.664557672775068,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tamburello, Tozzo e Vespucci Group",0.02040816326530612,0.028817686571941465,0.597752180901988,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Viola e figli,0.04081632653061225,0.0443010672648783,0.6128052101566217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Desio-Jovinelli e figli,0.26530612244897955,0.20468787873930105,0.5746072559302284,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Petrucelli-Cilibrasi s.r.l.,0.08163265306122448,0.0808110881633848,0.5516858844857173,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Collodi-Antonetti SPA,0.04081632653061225,0.036289306313753586,0.6113357329553792,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Pedrazzini s.r.l.,0.7142857142857142,0.5589667859044487,0.8316918414102173,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Fabbri-Speri s.r.l.,0.12244897959183673,0.09368070495478895,0.6264640226937753,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mazzini-Tamburello s.r.l.,0.061224489795918366,0.047187346440609935,0.5675834683298203,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Florio-Moschino Group,0.10204081632653061,0.07494591988751996,0.6143145883684773,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Boitani, Giorgetti e Pasolini SPA",0.08163265306122448,0.07310025020416624,0.6022173035954534,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Gradenigo, Ovadia e Scamarcio s.r.l.",0.061224489795918366,0.04670698149263267,0.598484507598418,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
"Mennea, Pontecorvo e Marenzio s.r.l.",0.061224489795918366,0.06786534174722983,0.5693868518659606,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Moneta-Navarria s.r.l.,0.02040816326530612,0.013602502262500753,0.5854378146706428,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bignardi e figli,0.24489795918367344,0.10958954990928298,0.5920204481086121,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Bettoni s.r.l.,0.16326530612244897,0.17193548086258392,0.5664422369234404,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Cicilia SPA,0.08163265306122448,0.06494912550155911,0.6154373360702187,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Fagiani, Falcone e Sobrero SPA",0.7142857142857142,0.718428054819068,0.8954929273114831,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Stradivari SPA,0.24489795918367344,0.17961981973568067,0.6204689361735802,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Boldù-Caironi s.r.l.,0.04081632653061225,0.01785892810277497,0.5905742985825991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vismara-Sauro Group,0.061224489795918366,0.061367073645341934,0.5869212138768516,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Buscetta Group,0.08163265306122448,0.05592001497615114,0.6192104363220371,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Palazzo-Letta e figli,0.0,0.009046439615547398,0.5836690395653854,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Ughi, Calvo e Gaito e figli",0.0,0.007075335520839241,0.5891235923974661,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Casellati-Bondumier SPA,0.04081632653061225,0.020854860304180274,0.6064064308573729,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalla s.r.l.,0.28571428571428564,0.24492135998944115,0.5852782912770246,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Morandini Group,0.0,0.005666097083897539,0.5872812957989291,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
"Ossola, Vespucci e Traversa Group",0.04081632653061225,0.02352539376056039,0.5908087296213312,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Tosi-Camuccini s.r.l.,0.08163265306122448,0.07222946763037759,0.5432303734194749,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Innocenti Group,0.04081632653061225,0.036004256468662135,0.6005761351077655,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
"Pietrangeli, Ligorio e Micheletti Group",0.2040816326530612,0.13147472563596838,0.6589253850345452,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
"Marsili, Gagliardi e Beffa Group",0.7346938775510203,0.45368421304411255,0.4927289758381889,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Capone Group,0.061224489795918366,0.035513322167410336,0.5897469171542161,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Gori SPA,0.14285714285714285,0.13710597337055802,0.6083827960613024,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Maderno-Stradivari Group,0.0,0.005683222770190147,0.5898378033495627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Cherubini Group,0.02040816326530612,0.020742769491048984,0.5766559278543757,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Pacillo SPA,0.08163265306122448,0.06427347144968397,0.5581052241970796,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
"Ciani, Pratesi e Trentin e figli",0.08163265306122448,0.07180465793157566,0.60854685091128,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
"Giradello, Galuppi e Antonini s.r.l.",0.04081632653061225,0.025210565573939307,0.5757962415274304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valier-Cicilia e figli,0.0,0.0009829422077703735,0.5925751003832255,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Dulbecco-Gibilisco Group,0.04081632653061225,0.02537314795100615,0.6101384254066207,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
